name,heightm,weightkg,evos,tags,vs_normal,vs_fire,vs_water,vs_electric,vs_grass,vs_ice,vs_fighting,vs_poison,vs_ground,vs_flying,vs_psychic,vs_bug,vs_rock,vs_ghost,vs_dragon,vs_dark,vs_steel,vs_fairy,types_Ice,types_Flying,types_Ghost,types_Dragon,types_Poison,types_Fire,types_Electric,types_Steel,types_Fighting,types_Bug,types_Dark,types_Ground,types_Fairy,types_Rock,types_Grass,types_Water,types_Psychic,types_Normal,baseStats_hp,baseStats_atk,baseStats_def,baseStats_spa,baseStats_spd,baseStats_spe
mimikyu,0.001001001,0.00070006994,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.25,0.25,0.20000002,0.25,0.0,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21259843,0.45945945,0.30612245,0.2173913,0.3695652,0.4666667
mimikyubusted,0.001001001,0.00070006994,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.25,0.25,0.20000002,0.25,0.0,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21259843,0.45945945,0.30612245,0.2173913,0.3695652,0.4666667
mimikyutotem,0.003003003,0.0028002798,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.25,0.25,0.20000002,0.25,0.0,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21259843,0.45945945,0.30612245,0.2173913,0.3695652,0.4666667
mimikyubustedtotem,0.003003003,0.0028002798,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.25,0.25,0.20000002,0.25,0.0,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21259843,0.45945945,0.30612245,0.2173913,0.3695652,0.4666667
bruxish,0.008008007,0.0190019,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.26377952,0.5405406,0.26530612,0.32608694,0.2173913,0.44615385
drampa,0.029029028,0.1850185,0,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,1.0,0.20000002,0.20000002,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3031496,0.2972973,0.3265306,0.6793479,0.3086956,0.15897436
dhelmise,0.038038038,0.21002099,0,0,0.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.0,0.25,0.125,0.4666667,0.25,0.20000002,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27165353,0.6810811,0.3877551,0.4130435,0.3043478,0.17948718
jangmoo,0.0050050053,0.029702969,1,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,1.0,0.20000002,0.20000002,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.27027026,0.24489795,0.19021739,0.108695656,0.20512821
hakamoo,0.011011011,0.047004696,1,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,1.0,0.06666667,0.20000002,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21259843,0.37837836,0.34693876,0.29891306,0.2173913,0.30769232
kommoo,0.015015014,0.07820781,0,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,1.0,0.06666667,0.20000002,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2913386,0.5675676,0.48979592,0.48913044,0.3695652,0.41025642
kommoototem,0.023023024,0.20752074,0,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,1.0,0.06666667,0.20000002,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2913386,0.5675676,0.48979592,0.48913044,0.3695652,0.41025642
tapukoko,0.017017016,0.02050205,0,1,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.125,0.5,0.5,0.06666667,0.25,0.06666667,0.20000002,0.25,0.0,0.06666667,0.20000002,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.27165353,0.5945946,0.3265306,0.46195656,0.23913042,0.64102566
tapulele,0.011011011,0.018601859,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0625,0.5,0.25,0.20000002,0.125,0.20000002,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.27165353,0.43243244,0.28571427,0.65217394,0.41304344,0.46153846
tapubulu,0.018018018,0.045504548,0,1,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.125,1.0,0.125,0.4666667,0.25,0.20000002,0.20000002,0.25,0.0,0.06666667,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.27165353,0.6756757,0.4489796,0.4076087,0.32608694,0.35897437
tapufini,0.01201201,0.021202119,0,1,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.125,0.5,0.25,0.20000002,0.25,0.06666667,0.20000002,0.25,0.0,0.06666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.27165353,0.37837836,0.4489796,0.46195656,0.47826087,0.41025642
cosmog,0.001001001,0.000100009995,1,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16535433,0.12972973,0.10612244,0.103260875,0.04782608,0.16410257
cosmoem,0.0,0.99999994,1,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16535433,0.12972973,0.5142857,0.103260875,0.48260868,0.16410257
solgaleo,0.033033032,0.23002298,0,1,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.25,0.0,0.5,0.06666667,0.0625,0.20000002,0.06666667,0.5,0.25,0.4666667,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.53543305,0.71351355,0.41632652,0.5597826,0.3,0.4717949
lunala,0.039039038,0.12001199,0,1,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.125,0.25,0.20000002,0.125,0.20000002,0.20000002,1.0,0.5,1.0,0.20000002,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.53543305,0.5837838,0.34285712,0.69021744,0.37826085,0.4717949
nihilego,0.011011011,0.055505548,0,1,0.5,0.06666667,0.4666667,0.25,0.20000002,0.20000002,0.25,0.0625,1.0,0.06666667,0.5,0.06666667,0.20000002,0.25,0.5,0.20000002,0.4666667,0.06666667,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.42519686,0.25945947,0.17142856,0.63586956,0.48260868,0.50256413
buzzwole,0.023023024,0.33363333,0,1,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,1.0,0.5,0.06666667,0.20000002,0.25,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.41732284,0.72432435,0.5469388,0.23369564,0.14347826,0.3794872
pheromosa,0.017017016,0.025002498,0,1,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,1.0,0.5,0.06666667,0.20000002,0.25,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.27559054,0.71351355,0.13061224,0.69021744,0.07391304,0.74871796
xurkitree,0.037037037,0.10000999,0,1,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32283464,0.45405406,0.26938775,0.8858696,0.22173913,0.4
celesteela,0.09109109,0.99999994,0,1,0.5,0.4666667,0.20000002,0.5,0.0,0.20000002,0.25,0.0,0.0,0.06666667,0.125,0.0,0.20000002,0.25,0.25,0.20000002,0.06666667,0.06666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.37795275,0.51891893,0.4,0.52717394,0.35217392,0.2871795
kartana,0.0020020022,0.000100009995,0,1,0.5,1.0,0.06666667,0.125,0.0,0.20000002,0.5,0.0,0.25,0.20000002,0.125,0.20000002,0.06666667,0.25,0.25,0.20000002,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.22834645,0.9513514,0.5142857,0.26630437,0.04782608,0.53333336
guzzlord,0.05405405,0.88808876,0,1,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,1.0,0.06666667,0.20000002,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.87401575,0.51891893,0.19591835,0.47282612,0.14347826,0.1948718
necrozma,0.023023024,0.23002298,0,1,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37795275,0.55135137,0.39183673,0.63586956,0.3,0.3794872
necrozmaduskmane,0.037037037,0.46004596,0,0,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.25,0.0,0.5,0.06666667,0.0625,0.20000002,0.06666667,0.5,0.25,0.4666667,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.37795275,0.82162166,0.4979592,0.5597826,0.3869565,0.36923078
necrozmadawnwings,0.04104104,0.35003498,0,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.125,0.25,0.20000002,0.125,0.20000002,0.20000002,1.0,0.5,1.0,0.20000002,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37795275,0.5837838,0.4244898,0.79891306,0.4652174,0.36923078
necrozmaultra,0.074074075,0.23002298,0,0,1.0,0.06666667,0.06666667,0.125,0.06666667,0.4666667,0.125,0.25,0.25,0.20000002,0.125,0.4666667,0.20000002,0.5,1.0,0.4666667,0.20000002,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37795275,0.87567574,0.3755102,0.8532609,0.3347826,0.63589746
magearna,0.009009008,0.080508046,0,1,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.25,0.0,0.5,0.06666667,0.125,0.0,0.06666667,0.25,0.0,0.06666667,0.20000002,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.31102362,0.48648646,0.4489796,0.65217394,0.41304344,0.30769232
magearnaoriginal,0.009009008,0.080508046,0,0,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.25,0.0,0.5,0.06666667,0.125,0.0,0.06666667,0.25,0.0,0.06666667,0.20000002,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.31102362,0.48648646,0.4489796,0.65217394,0.41304344,0.30769232
marshadow,0.0060060057,0.02220222,0,1,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.125,0.25,0.4666667,0.5,0.0,0.06666667,0.5,0.5,0.20000002,0.20000002,0.4666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3503937,0.6486487,0.30612245,0.43478262,0.3043478,0.61538464
poipole,0.0050050053,0.0018001798,1,1,1.0,0.20000002,0.20000002,0.25,0.06666667,0.20000002,0.125,0.125,0.5,0.20000002,0.5,0.06666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.06666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25984251,0.36756757,0.25306123,0.3423913,0.2043478,0.34871796
naganadel,0.035035033,0.150015,0,1,1.0,0.06666667,0.06666667,0.125,0.0,0.4666667,0.125,0.125,0.5,0.20000002,0.5,0.06666667,0.20000002,0.25,1.0,0.20000002,0.20000002,0.20000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28346458,0.36756757,0.27755103,0.63586956,0.23043476,0.5948718
stakataka,0.05405405,0.82008195,0,1,0.25,0.20000002,0.4666667,0.25,0.20000002,0.06666667,1.0,0.0,1.0,0.0,0.125,0.06666667,0.06666667,0.25,0.25,0.20000002,0.20000002,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.23622048,0.6810811,0.8408163,0.23369564,0.35217392,0.041025646
blacephalon,0.017017016,0.013001299,0,1,0.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.0,0.125,0.5,0.20000002,0.25,0.0,0.4666667,0.5,0.5,0.4666667,0.06666667,0.06666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20472442,0.6594595,0.19591835,0.7663044,0.2565217,0.52307695
zeraora,0.014014013,0.04450445,0,1,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3425197,0.57837844,0.28571427,0.5,0.26086956,0.7076923
meltan,0.001001001,0.008000799,0,1,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.5,0.0,0.5,0.06666667,0.125,0.06666667,0.06666667,0.25,0.25,0.20000002,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17716536,0.3243243,0.24489795,0.24456523,0.06521739,0.14871795
melmetal,0.024024025,0.80007994,0,1,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.5,0.0,0.5,0.06666667,0.125,0.06666667,0.06666667,0.25,0.25,0.20000002,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52755904,0.745946,0.56326526,0.3804348,0.19565217,0.14871795
melmetalgmax,0.24924925,0.0,0,0,0.5,0.4666667,0.20000002,0.25,0.06666667,0.06666667,0.5,0.0,0.5,0.06666667,0.125,0.06666667,0.06666667,0.25,0.25,0.20000002,0.06666667,0.06666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52755904,0.745946,0.56326526,0.3804348,0.19565217,0.14871795
grookey,0.0020020022,0.0050004995,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19291338,0.3243243,0.18367346,0.16304348,0.086956516,0.30769232
thwackey,0.0060060057,0.014001399,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27165353,0.43243244,0.26530612,0.24456523,0.17391305,0.3846154
rillaboom,0.02002002,0.090009,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38976377,0.6486487,0.34693876,0.27173913,0.2173913,0.41025642
rillaboomgmax,0.029029028,0.0,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38976377,0.6486487,0.34693876,0.27173913,0.2173913,0.41025642
scorbunny,0.0020020022,0.0045004496,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19291338,0.35675675,0.14285713,0.16304348,0.086956516,0.32820514
raboot,0.0050050053,0.009000899,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2519685,0.43783784,0.22448978,0.24456523,0.17391305,0.45641026
cinderace,0.013013012,0.033003297,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.31102362,0.6,0.28571427,0.29891306,0.23913042,0.5846154
cinderacegmax,0.029029028,0.0,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.31102362,0.6,0.28571427,0.29891306,0.23913042,0.5846154
sobble,0.0020020022,0.0040003997,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19291338,0.1891892,0.14285713,0.32608694,0.086956516,0.33333334
drizzile,0.0060060057,0.011501149,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2519685,0.2972973,0.20408162,0.46195656,0.1521739,0.43589744
inteleon,0.018018018,0.045204517,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27165353,0.43243244,0.24489795,0.625,0.19565217,0.5897436
inteleongmax,0.029029028,0.0,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27165353,0.43243244,0.24489795,0.625,0.19565217,0.5897436
skwovet,0.0020020022,0.0025002498,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27165353,0.27027026,0.20408162,0.13586956,0.06521739,0.10256411
greedent,0.0050050053,0.0060006,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46850395,0.48648646,0.36734694,0.24456523,0.23913042,0.07692308
rookidee,0.001001001,0.0018001798,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456693,0.22702704,0.12244897,0.125,0.06521739,0.26666668
corvisquire,0.007007007,0.016001599,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26377952,0.33513513,0.20408162,0.17934783,0.1521739,0.36923078
corviknight,0.021021022,0.0750075,0,0,0.5,0.4666667,0.20000002,0.5,0.0,0.20000002,0.25,0.0,0.0,0.06666667,0.125,0.0,0.20000002,0.25,0.25,0.20000002,0.06666667,0.06666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38188976,0.44324324,0.40816325,0.23369564,0.2826087,0.31794873
corviknightgmax,0.13913913,0.0,0,0,0.5,0.4666667,0.20000002,0.5,0.0,0.20000002,0.25,0.0,0.0,0.06666667,0.125,0.0,0.20000002,0.25,0.25,0.20000002,0.06666667,0.06666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38188976,0.44324324,0.40816325,0.23369564,0.2826087,0.31794873
blipbug,0.003003003,0.008000799,1,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09448819,0.081081085,0.06122449,0.081521735,0.108695656,0.20512821
dottler,0.003003003,0.019501949,1,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.0625,0.25,0.125,0.4666667,0.125,0.4666667,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.19291338,0.16216217,0.30612245,0.2173913,0.3043478,0.12820514
orbeetle,0.003003003,0.040804077,0,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.0625,0.25,0.125,0.4666667,0.125,0.4666667,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.23228347,0.21621622,0.42857143,0.3804348,0.43478262,0.43589744
orbeetlegmax,0.13913913,0.0,0,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.0625,0.25,0.125,0.4666667,0.125,0.4666667,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.23228347,0.21621622,0.42857143,0.3804348,0.43478262,0.43589744
nickit,0.0050050053,0.008900889,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15354331,0.12432434,0.09387755,0.20108695,0.13913043,0.23076925
thievul,0.011011011,0.019901989,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27165353,0.28648648,0.21632652,0.41847825,0.31304348,0.43589744
gossifleur,0.003003003,0.00220022,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15354331,0.1891892,0.22448978,0.16304348,0.17391305,0.025641026
eldegoss,0.004004004,0.0025002498,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23228347,0.24324326,0.34693876,0.3804348,0.43478262,0.2820513
wooloo,0.0050050053,0.0060006,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16141732,0.1891892,0.20408162,0.16304348,0.108695656,0.22051284
dubwool,0.01201201,0.043004297,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27952754,0.4054054,0.3877551,0.27173913,0.3043478,0.42564103
chewtle,0.0020020022,0.00850085,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19291338,0.3189189,0.18367346,0.15217392,0.07826087,0.2
drednaw,0.009009008,0.115511544,0,0,0.5,0.0,0.20000002,0.5,1.0,0.06666667,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3503937,0.5945946,0.34693876,0.20652173,0.20869564,0.35384616
drednawgmax,0.23923923,0.0,0,0,0.5,0.0,0.20000002,0.5,1.0,0.06666667,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3503937,0.5945946,0.34693876,0.20652173,0.20869564,0.35384616
yamper,0.0020020022,0.013501349,1,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22834645,0.21621622,0.18367346,0.16304348,0.13043478,0.107692316
boltund,0.009009008,0.0340034,0,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26771653,0.45945945,0.22448978,0.43478262,0.17391305,0.5948718
